Entrez	Symbol	Name	Length
56606	SLC2A9	solute carrier family 2 (facilitated glucose transporter), member 9	1879
6866	TAC3	tachykinin 3	980
64321	SOX17	SRY (sex determining region Y)-box 17	2351
79755	ZNF750	zinc finger protein 750	3193
140460	ASB7	ankyrin repeat and SOCS box containing 7	3362
64708	COPS7B	COP9 constitutive photomorphogenic homolog subunit 7B (Arabidopsis)	2011
29094	LGALSL	lectin, galactoside-binding-like	3826
8778	SIGLEC5	sialic acid binding Ig-like lectin 5	2506
55282	LRRC36	leucine rich repeat containing 36	1827
55510	DDX43	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43	2077.5
53829	P2RY13	purinergic receptor P2Y, G-protein coupled, 13	2771
79825	EFCC1	EF-hand and coiled-coil domain containing 1	2697
79834	PEAK1	NKF3 kinase family member	9166
79836	LONRF3	LON peptidase N-terminal domain and ring finger 3	2577.5
23630	KCNE1L	KCNE1-like	1464
79000	AUNIP	aurora kinase A and ninein interacting protein	2064
56605	ERO1LB	ERO1-like beta (S. cerevisiae)	1870
79852	EPHX3	epoxide hydrolase 3	1798.5
54897	CASZ1	castor zinc finger 1	3840
79872	CBLL1	Cbl proto-oncogene, E3 ubiquitin protein ligase-like 1	4271
63929	XPNPEP3	X-prolyl aminopeptidase (aminopeptidase P) 3, putative	1450
55713	ZNF334	zinc finger protein 334	2751
55911	APOBR	apolipoprotein B receptor	3648.5
57716	PRX	periaxin	4989
10716	TBR1	T-box, brain, 1	2713.5
22802	CLCA4	chloride channel accessory 4	3110
54922	RASIP1	Ras interacting protein 1	2457.5
55359	STYK1	serine/threonine/tyrosine kinase 1	3006
79974	CPED1	cadherin-like and PC-esterase domain containing 1	2283
55716	LMBR1L	limb region 1 homolog (mouse)-like	1539
55906	ZC4H2	zinc finger, C4H2 domain containing	2368
80235	PIGZ	phosphatidylinositol glycan anchor biosynthesis, class Z	2703
59269	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	8402
63974	NEUROD6	neuronal differentiation 6	2156
23409	SIRT4	sirtuin 4	1174
10913	EDAR	ectodysplasin A receptor	4317
80380	PDCD1LG2	programmed cell death 1 ligand 2	2419
11092	C9orf9	chromosome 9 open reading frame 9	2207
10942	PRSS21	protease, serine, 21 (testisin)	1161
26277	TINF2	TERF1 (TRF1)-interacting nuclear factor 2	1974
9573	GDF3	growth differentiation factor 3	1225
58985	IL22RA1	interleukin 22 receptor, alpha 1	2769
79018	GID4	GID complex subunit 4, VID24 homolog (S. cerevisiae)	4238
55010	PARPBP	PARP1 binding protein	2439
64102	TNMD	tenomodulin	2194.5
64127	NOD2	nucleotide-binding oligomerization domain containing 2	2029.5
51332	SPTBN5	spectrin, beta, non-erythrocytic 5	11790
29802	VPREB3	pre-B lymphocyte 3	583
51807	TUBA8	tubulin, alpha 8	2023
79831	KDM8	lysine (K)-specific demethylase 8	1734
55142	HAUS2	HAUS augmin-like complex, subunit 2	3944
55200	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	2931
79879	CCDC134	coiled-coil domain containing 134	1111
84196	USP48	ubiquitin specific peptidase 48	3972
55336	FBXL8	F-box and leucine-rich repeat protein 8	1504.5
51478	HSD17B7	hydroxysteroid (17-beta) dehydrogenase 7	2036.5
54866	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D	817.5
3070	HELLS	helicase, lymphoid-specific	3047
64376	IKZF5	IKAROS family zinc finger 5 (Pegasus)	2756.5
53630	BCMO1	beta-carotene 15,15'-monooxygenase 1	2307
728	C5AR1	complement component 5a receptor 1	2344
79944	L2HGDH	L-2-hydroxyglutarate dehydrogenase	1737
49860	CRNN	cornulin	1916
11182	SLC2A6	solute carrier family 2 (facilitated glucose transporter), member 6	2427
84168	ANTXR1	anthrax toxin receptor 1	2014
63933	CCDC90A	coiled-coil domain containing 90A	1530.5
54868	TMEM104	transmembrane protein 104	3280.5
55867	SLC22A11	solute carrier family 22 (organic anion/urate transporter), member 11	2313
668	FOXL2	forkhead box L2	2917
51023	MRPS18C	mitochondrial ribosomal protein S18C	896
27156	RTDR1	rhabdoid tumor deletion region gene 1	1165.5
29881	NPC1L1	NPC1-like 1	4845
79696	ZC2HC1C	zinc finger, C2HC-type containing 1C	1820.5
9630	GNA14	guanine nucleotide binding protein (G protein), alpha 14	2497
56000	NXF3	nuclear RNA export factor 3	1453
57101	ANO2	anoctamin 2	3743
79722	ANKRD55	ankyrin repeat domain 55	2117
55576	STAB2	stabilin 2	5963
1008	CDH10	cadherin 10, type 2 (T2-cadherin)	3204
3781	KCNN2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	1569
79750	ZNF385D	zinc finger protein 385D	1458.5
27033	ZBTB32	zinc finger and BTB domain containing 32	1850.5
80255	SLC35F5	solute carrier family 35, member F5	2613.5
8139	GAN	gigaxonin	4553
27019	DNAI1	dynein, axonemal, intermediate chain 1	1973
29122	PRSS50	protease, serine, 50	1687.5
54850	FBXL12	F-box and leucine-rich repeat protein 12	1848
79815	NIPAL2	NIPA-like domain containing 2	2238
56413	LTB4R2	leukotriene B4 receptor 2	1497
53822	FXYD7	FXYD domain containing ion transport regulator 7	820
29121	CLEC2D	C-type lectin domain family 2, member D	5209.5
54959	ODAM	odontogenic, ameloblast asssociated	1298
55194	EVA1B	eva-1 homolog B (C. elegans)	1016
11136	SLC7A9	solute carrier family 7 (glycoprotein-associated amino acid transporter light chain, bo,+ system), member 9	1742
1412	CRYBA2	crystallin, beta A2	792.5
9421	HAND1	heart and neural crest derivatives expressed 1	1739
29947	DNMT3L	DNA (cytosine-5-)-methyltransferase 3-like	1715.5
29916	SNX11	sorting nexin 11	2308
60484	HAPLN2	hyaluronan and proteoglycan link protein 2	1202
63926	ANKEF1	ankyrin repeat and EF-hand domain containing 1	3814
79884	MAP9	microtubule-associated protein 9	1928
51284	TLR7	toll-like receptor 7	4994
58516	FAM60A	family with sequence similarity 60, member A	3068.5
64577	ALDH8A1	aldehyde dehydrogenase 8 family, member A1	2412
79919	C2orf54	chromosome 2 open reading frame 54	2022
55150	C19orf73	chromosome 19 open reading frame 73	744
79946	C10orf95	chromosome 10 open reading frame 95	1471
57089	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	8659
65980	BRD9	bromodomain containing 9	2622.5
51054	PLEKHA8P1	pleckstrin homology domain containing, family A member 8 pseudogene 1	1774.5
56891	LGALS14	lectin, galactoside-binding, soluble, 14	934
79963	ABCA11P	ATP-binding cassette, sub-family A (ABC1), member 11, pseudogene	1898
11133	KPTN	kaptin (actin binding protein)	1743
54566	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	4700
64170	CARD9	caspase recruitment domain family, member 9	1765
51725	FBXO40	F-box protein 40	5726
54891	INO80D	INO80 complex subunit D	14146
26507	CNNM1	cyclin M1	5817
55259	CASC1	cancer susceptibility candidate 1	2425.5
80008	TMEM156	transmembrane protein 156	1862.5
55425	KIAA1704	KIAA1704	1398
80067	DCAF17	DDB1 and CUL4 associated factor 17	5334
80127	CCDC176	coiled-coil domain containing 176	2422
80131	LRRC8E	leucine rich repeat containing 8 family, member E	3607
80224	NUBPL	nucleotide binding protein-like	2962
64699	TMPRSS3	transmembrane protease, serine 3	2452.5
126321	MFSD12	major facilitator superfamily domain containing 12	2090
64180	DPEP3	dipeptidase 3	1745.5
80323	CCDC68	coiled-coil domain containing 68	4090.5
79085	SLC25A23	"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23"	1361
11162	NUDT6	nudix (nucleoside diphosphate linked moiety X)-type motif 6	1115
79923	NANOG	Nanog homeobox	2102
57731	SPTBN4	spectrin, beta, non-erythrocytic 4	6376
54825	CDHR2	cadherin-related family member 2	4117
57338	JPH3	junctophilin 3	3098
11282	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	2122
56287	GKN1	gastrokine 1	825
79729	SH3D21	SH3 domain containing 21	2867.5
79730	NSUN7	NOP2/Sun domain family, member 7	3583
55777	MBD5	methyl-CpG binding domain protein 5	3699
94025	MUC16	mucin 16, cell surface associated	4122
50617	ATP6V0A4	ATPase, H+ transporting, lysosomal V0 subunit a4	3111
56648	EIF5A2	eukaryotic translation initiation factor 5A2	5541
64853	AIDA	axin interactor, dorsalization associated	3140
387893	SETD8	SET domain containing (lysine methyltransferase) 8	2695.5
54542	RC3H2	ring finger and CCCH-type domains 2	3582
353500	BMP8A	bone morphogenetic protein 8a	5629
7179	TPTE	transmembrane phosphatase with tensin homology	2155
79830	ZMYM1	zinc finger, MYM-type 1	4122
11093	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif, 13	2989
23615	PYY2	peptide YY, 2 (pseudogene)	1070
79857	FLJ13224	uncharacterized LOC79857	1631
128553	TSHZ2	teashirt zinc finger homeobox 2	4355
79862	ZNF669	zinc finger protein 669	1855
56260	C8orf44	chromosome 8 open reading frame 44	1751.5
64663	SPANXC	SPANX family, member C	407
55073	LRRC37A4P	leucine rich repeat containing 37, member A4, pseudogene	2277
55472	RBM12B-AS1	RBM12B antisense RNA 1	710
79915	ATAD5	ATPase family, AAA domain containing 5	4942
54363	HAO1	hydroxyacid oxidase (glycolate oxidase) 1	1486.5
50805	IRX4	iroquois homeobox 4	2245
79054	TRPM8	transient receptor potential cation channel, subfamily M, member 8	3268
23431	AP4E1	adaptor-related protein complex 4, epsilon 1 subunit	1445
51700	CYB5R2	cytochrome b5 reductase 2	1293
10842	PPP1R17	protein phosphatase 1, regulatory subunit 17	1725
79966	SCD5	stearoyl-CoA desaturase 5	2083
55791	LRIF1	ligand dependent nuclear receptor interacting factor 1	1862
55066	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	6076
64422	ATG3	autophagy related 3	1253
55975	KLHL7	kelch-like family member 7	2859
55002	TMCO3	transmembrane and coiled-coil domains 3	2593.5
55762	ZNF701	zinc finger protein 701	2934.5
29931	LINC00312	long intergenic non-protein coding RNA 312	2114
51151	SLC45A2	solute carrier family 45, member 2	1397.5
57118	CAMK1D	calcium/calmodulin-dependent protein kinase ID	1989.5
23553	HYAL4	hyaluronoglucosaminidase 4	2179
80231	CXorf21	chromosome X open reading frame 21	1811
2178	FANCE	Fanconi anemia, complementation group E	2554.5
64064	OXCT2	3-oxoacid CoA transferase 2	1812
55135	WRAP53	WD repeat containing, antisense to TP53	1872
79990	PLEKHH3	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3	2735
55296	TBC1D19	TBC1 domain family, member 19	2130
55146	ZDHHC4	zinc finger, DHHC-type containing 4	1560
65989	DLK2	delta-like 2 homolog (Drosophila)	1506
9597	SMAD5-AS1	SMAD5 antisense RNA 1	1809
9314	KLF4	Kruppel-like factor 4 (gut)	2936
192666	KRT24	keratin 24	1888
28971	AAMDC	adipogenesis associated, Mth938 domain containing	618
79740	ZBBX	zinc finger, B-box domain containing	3247
56163	RNF17	ring finger protein 17	4474.5
54796	BNC2	basonuclin 2	2875
27190	IL17B	interleukin 17B	696
50624	CUZD1	CUB and zona pellucida-like domains 1	2177
79785	RERGL	RERG/RAS-like	1060
80319	CXXC4	CXXC finger protein 4	603.5
55693	KDM4D	lysine (K)-specific demethylase 4D	2973
51127	TRIM17	tripartite motif containing 17	2015
79608	RIC3	resistance to inhibitors of cholinesterase 3 homolog (C. elegans)	5815
79802	HHIPL2	HHIP-like 2	2583
27120	DKKL1	dickkopf-like 1	1034
51104	FAM108B1	family with sequence similarity 108, member B1	2362
54893	MTMR10	myotubularin related protein 10	4192.5
51168	MYO15A	myosin XVA	1880
55057	AIM1L	absent in melanoma 1-like	1624.5
54857	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	2014.5
55635	DEPDC1	DEP domain containing 1	4511.5
54558	SPATA6	spermatogenesis associated 6	1730.5
79839	CCDC102B	coiled-coil domain containing 102B	2317.5
54714	CNGB3	cyclic nucleotide gated channel beta 3	4163
57506	MAVS	mitochondrial antiviral signaling protein	11489
54855	FAM46C	family with sequence similarity 46, member C	5721
51744	CD244	CD244 molecule, natural killer cell receptor 2B4	2471
25790	CCDC19	coiled-coil domain containing 19	1837
79861	TUBAL3	tubulin, alpha-like 3	1741
29104	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)	4786
54854	FAM83E	family with sequence similarity 83, member E	2016
54112	GPR88	G protein-coupled receptor 88	3466
9227	LRAT	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	4947.5
55040	EPN3	epsin 3	3663.5
29116	MYLIP	myosin regulatory light chain interacting protein	2980
79930	DOK3	docking protein 3	2107
79635	CCDC121	coiled-coil domain containing 121	2759
56300	IL36G	interleukin 36, gamma	1132
79935	CNTD2	cyclin N-terminal domain containing 2	1823.5
79940	LINC00472	long intergenic non-protein coding RNA 472	2937
54457	TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	2121
55701	ARHGEF40	Rho guanine nucleotide exchange factor (GEF) 40	5169
389136	VGLL3	vestigial like 3 (Drosophila)	10398
10858	CYP46A1	cytochrome P450, family 46, subfamily A, polypeptide 1	2263
10686	CLDN16	claudin 16	1266.5
54852	PAQR5	progestin and adipoQ receptor family member V	5340
26575	RGS17	regulator of G-protein signaling 17	1462
51206	GP6	glycoprotein VI (platelet)	2268
58157	NGB	neuroglobin	1880
55103	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	5772
25823	TPSG1	tryptase gamma 1	1111
80000	GREB1L	growth regulation by estrogen in breast cancer-like	3154
51149	C5orf45	chromosome 5 open reading frame 45	1163
80267	EDEM3	ER degradation enhancer, mannosidase alpha-like 3	6674.5
27115	PDE7B	phosphodiesterase 7B	5452.5
56673	C11orf16	chromosome 11 open reading frame 16	1819.5
80059	LRRTM4	leucine rich repeat transmembrane neuronal 4	3314.5
64772	ENGASE	endo-beta-N-acetylglucosaminidase	3184.5
51554	CCRL1	chemokine (C-C motif) receptor-like 1	2312.5
645644	FLJ42627	uncharacterized LOC645644	4494.5
55199	FAM86C1	family with sequence similarity 86, member C1	2094
55193	PBRM1	polybromo 1	7553
10699	CORIN	corin, serine peptidase	4730
10110	SGK2	serum/glucocorticoid regulated kinase 2	1870
55509	BATF3	basic leucine zipper transcription factor, ATF-like 3	983
79725	THAP9	THAP domain containing 9	3830
170679	PSORS1C1	psoriasis susceptibility 1 candidate 1	766
54508	FLJ11235	uncharacterized FLJ11235	1395
55821	ALLC	allantoicase	1662.5
64100	ELSPBP1	epididymal sperm binding protein 1	1036
79595	SAP130	Sin3A-associated protein, 130kDa	3477
55671	SMEK1	SMEK homolog 1, suppressor of mek1 (Dictyostelium)	3836
56996	SLC12A9	solute carrier family 12 (potassium/chloride transporters), member 9	4245.5
54943	DNAJC28	DnaJ (Hsp40) homolog, subfamily C, member 28	1761.5
54798	DCHS2	dachsous 2 (Drosophila)	5125
54813	KLHL28	kelch-like family member 28	6555
64922	LRRC19	leucine rich repeat containing 19	3605
6954	TCP11	t-complex 11, testis-specific	1931.5
29999	FSCN3	fascin homolog 3, actin-bundling protein, testicular (Strongylocentrotus purpuratus)	1829
58511	DNASE2B	deoxyribonuclease II beta	1013
79822	ARHGAP28	Rho GTPase activating protein 28	5386
64240	ABCG5	ATP-binding cassette, sub-family G (WHITE), member 5	2821.5
51314	NME8	NME/NM23 family member 8	2327
11147	HHLA3	HERV-H LTR-associating 3	827.5
80307	FER1L4	fer-1-like 4 (C. elegans) pseudogene	2347
60494	CCDC81	coiled-coil domain containing 81	2245.5
79841	AGBL2	ATP/GTP binding protein-like 2	2514.5
51557	LGSN	lengsin, lens protein with glutamine synthetase domain	5217
26281	FGF20	fibroblast growth factor 20	914
79854	LINC00115	long intergenic non-protein coding RNA 115	1317
63970	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	1322
79883	PODNL1	podocan-like 1	3178.5
10089	KCNK7	potassium channel, subfamily K, member 7	1424
29986	SLC39A2	solute carrier family 39 (zinc transporter), member 2	1410.5
51806	CALML5	calmodulin-like 5	877
79895	ATP8B4	ATPase, class I, type 8B, member 4	5579
51078	THAP4	THAP domain containing 4	1476
53347	UBASH3A	ubiquitin associated and SH3 domain containing A	2505
79748	LMAN1L	lectin, mannose-binding, 1 like	2165.5
79908	BTNL8	butyrophilin-like 8	1956.5
50613	UBQLN3	ubiquilin 3	2347
26279	PLA2G2D	phospholipase A2, group IID	2571
7827	NPHS2	nephrosis 2, idiopathic, steroid-resistant (podocin)	1773.5
79025	C20orf195	chromosome 20 open reading frame 195	1129
84033	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	4961
50489	CD207	CD207 molecule, langerin	1873
9348	NDST3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	2242
79927	FAM110D	family with sequence similarity 110, member D	1525
79057	PRRG3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)	1598
79934	ADCK4	aarF domain containing kinase 4	2158.5
55532	SLC30A10	solute carrier family 30, member 10	2659.5
55908	C19orf80	chromosome 19 open reading frame 80	851
54814	QPCTL	glutaminyl-peptide cyclotransferase-like	2168.5
29124	LGALS13	lectin, galactoside-binding, soluble, 13	598
79962	DNAJC22	DnaJ (Hsp40) homolog, subfamily C, member 22	2059.5
25806	VAX2	ventral anterior homeobox 2	1147
79230	ZNF557	zinc finger protein 557	5995
10164	CHST4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	1965.5
56660	KCNK12	potassium channel, subfamily K, member 12	1424
79444	BIRC7	baculoviral IAP repeat containing 7	1274
23539	SLC16A8	solute carrier family 16, member 8 (monocarboxylic acid transporter 3)	1900
55304	SPTLC3	serine palmitoyltransferase, long chain base subunit 3	1693
55095	SAMD4B	sterile alpha motif domain containing 4B	3521
53919	SLCO1C1	solute carrier organic anion transporter family, member 1C1	3292
80054	CEBPA-AS1	CEBPA antisense RNA 1 (head to head)	2201
80071	CCDC15	coiled-coil domain containing 15	3907
80117	ARL14	ADP-ribosylation factor-like 14	1287
51272	BET1L	blocked early in transport 1 homolog (S. cerevisiae)-like	2889
80177	MYCT1	myc target 1	2457
89874	SLC25A21	solute carrier family 25 (mitochondrial oxoadipate carrier), member 21	2005
64078	SLC28A3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3	2244
29058	TMEM230	transmembrane protein 230	1510.5
80831	APOL5	apolipoprotein L, 5	1440
29034	CPS1-IT1	CPS1 intronic transcript 1 (non-protein coding)	2304
9464	HAND2	heart and neural crest derivatives expressed 2	1419
10936	GPR75	G protein-coupled receptor 75	2161
26297	SERGEF	secretion regulating guanine nucleotide exchange factor	1405
25897	RNF19A	ring finger protein 19A, E3 ubiquitin protein ligase	4341
55423	SIRPG	signal-regulatory protein gamma	1388
84187	TMEM164	transmembrane protein 164	1254.5
54828	BCAS3	breast carcinoma amplified sequence 3	2310
347735	SERINC2	serine incorporator 2	2057
57817	HAMP	hepcidin antimicrobial peptide	427
1761	DMRT1	doublesex and mab-3 related transcription factor 1	1994.5
79770	TXNDC15	thioredoxin domain containing 15	2717
51266	CLEC1B	C-type lectin domain family 1, member B	924
7761	ZNF214	zinc finger protein 214	2671
10880	ACTL7B	actin-like 7B	1406
54752	FNDC8	fibronectin type III domain containing 8	1358
10881	ACTL7A	actin-like 7A	1434
6561	SLC13A1	solute carrier family 13 (sodium/sulfate symporters), member 1	4063
11081	KERA	keratocan	2531
51198	C9orf53	chromosome 9 open reading frame 53	616
2974	GUCY1B2	guanylate cyclase 1, soluble, beta 2 (pseudogene)	2615
51733	UPB1	ureidopropionase, beta	3250
150160	CCT8L2	chaperonin containing TCP1, subunit 8 (theta)-like 2	2054
57127	RHBG	Rh family, B glycoprotein (gene/pseudogene)	1835
63904	DUSP21	dual specificity phosphatase 21	885
54993	ZSCAN2	zinc finger and SCAN domain containing 2	1125
3982	LIM2	lens intrinsic membrane protein 2, 19kDa	926
54830	NUP62CL	nucleoporin 62kDa C-terminal like	1671.5
55054	ATG16L1	autophagy related 16-like 1 (S. cerevisiae)	3339
23418	CRB1	crumbs homolog 1 (Drosophila)	4605
80258	EFHC2	EF-hand domain (C-terminal) containing 2	3266
550	AUP1	ancient ubiquitous protein 1	1645
55052	MRPL20	mitochondrial ribosomal protein L20	943.5
28959	TMEM176B	transmembrane protein 176B	1264.5
79097	TRIM48	tripartite motif containing 48	1450
55138	FAM90A1	family with sequence similarity 90, member A1	2444
55237	VRTN	vertebrae development associated	3417
79924	ADM2	adrenomedullin 2	4139.5
56547	MMP26	matrix metallopeptidase 26	995
51297	BPIFA1	BPI fold containing family A, member 1	1067
56245	C21orf62	chromosome 21 open reading frame 62	4048
60385	TSKS	testis-specific serine kinase substrate	1822
54537	FAM35A	family with sequence similarity 35, member A	2694
10343	PKDREJ	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)	7660
26272	FBXO4	F-box protein 4	1507
57084	SLC17A6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	3932
7224	TRPC5	transient receptor potential cation channel, subfamily C, member 5	5067.5
55015	PRPF39	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)	3048
79955	PDZD7	PDZ domain containing 7	2343
23439	ATP1B4	ATPase, Na+/K+ transporting, beta 4 polypeptide	3840.5
55690	PACS1	phosphofurin acidic cluster sorting protein 1	3111
10077	TSPAN32	tetraspanin 32	1318
2019	EN1	engrailed homeobox 1	2963
51214	IGF2-AS	IGF2 antisense RNA	2074
54905	CYP2W1	cytochrome P450, family 2, subfamily W, polypeptide 1	2420.5
50944	SHANK1	SH3 and multiple ankyrin repeat domains 1	4794
55328	RNLS	renalase, FAD-dependent amine oxidase	2050.5
2826	CCR10	chemokine (C-C motif) receptor 10	1244
23533	PIK3R5	phosphoinositide-3-kinase, regulatory subunit 5	4333
56729	RETN	resistin	473
43847	KLK14	kallikrein-related peptidase 14	1140
80031	SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	5936.5
80039	FAM106A	family with sequence similarity 106, member A	2282
54507	ADAMTSL4	ADAMTS-like 4	3464.5
80129	CCDC170	coiled-coil domain containing 170	5293
80201	HKDC1	hexokinase domain containing 1	3206
64223	MLST8	MTOR associated protein, LST8 homolog (S. cerevisiae)	1668.5
55653	BCAS4	breast carcinoma amplified sequence 4	1181
55846	ITFG2	integrin alpha FG-GAP repeat containing 2	1899
29951	PDZRN4	PDZ domain containing ring finger 4	3263.5
54865	GPATCH4	G patch domain containing 4	1935
54859	ELP6	elongator acetyltransferase complex subunit 6	1319
80262	C16orf70	chromosome 16 open reading frame 70	2840
10841	FTCD	formiminotransferase cyclodeaminase	1866.5
56985	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent	1563
51497	NELFCD	negative elongation factor complex member C/D	2134
54989	ZNF770	zinc finger protein 770	5405
202181	LOC202181	SUMO-interacting motifs containing 1 pseudogene	1889.5
1600	DAB1	disabled homolog 1 (Drosophila)	2279.5
54843	SYTL2	synaptotagmin-like 2	3281
79747	ADGB	androglobin	4207.5
55205	ZNF532	zinc finger protein 532	6283.5
55063	ZCWPW1	zinc finger, CW type with PWWP domain 1	1695.5
54544	CRCT1	cysteine-rich C-terminal 1	696
2301	FOXE3	forkhead box E3	1981
79782	LRRC31	leucine rich repeat containing 31	2389.5
2001	ELF5	E74-like factor 5 (ets domain transcription factor)	2330
51156	SERPINA10	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10	2283.5
10047	CST8	cystatin 8 (cystatin-related epididymal specific)	894
54549	SDK2	sidekick cell adhesion molecule 2	6812.5
55539	KCNQ1DN	KCNQ1 downstream neighbor (non-protein coding)	1093
27159	CHIA	chitinase, acidic	1387.5
64172	OSGEPL1	O-sialoglycoprotein endopeptidase-like 1	2217
29954	POMT2	protein-O-mannosyltransferase 2	4895
9496	TBX4	T-box 4	3286
170680	PSORS1C2	psoriasis susceptibility 1 candidate 2	1152
64446	DNAI2	dynein, axonemal, intermediate chain 2	2122.5
79843	FAM124B	family with sequence similarity 124B	2533
23624	CBLC	Cbl proto-oncogene, E3 ubiquitin protein ligase C	1531.5
79853	TM4SF20	transmembrane 4 L six family member 20	2298
53944	CSNK1G1	casein kinase 1, gamma 1	2045.5
55179	FAIM	Fas apoptotic inhibitory molecule	1156
54827	NXPE4	neurexophilin and PC-esterase domain family, member 4	1936
51348	KLRF1	killer cell lectin-like receptor subfamily F, member 1	1094
51287	COA4	cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae)	728
105	ADARB2	adenosine deaminase, RNA-specific, B2	1714
55388	MCM10	minichromosome maintenance complex component 10	4539
347240	KIF24	kinesin family member 24	4120
23619	ZIM2	zinc finger, imprinted 2	2122.5
23614	PPY2	pancreatic polypeptide 2	658
79931	TNIP3	TNFAIP3 interacting protein 3	2412.5
55175	KLHL11	kelch-like family member 11	2328
55262	C7orf43	chromosome 7 open reading frame 43	1914
55657	ZNF692	zinc finger protein 692	1941.5
26508	HEYL	hairy/enhancer-of-split related with YRPW motif-like	4097
11141	IL1RAPL1	interleukin 1 receptor accessory protein-like 1	2690
6702	SPRR2C	small proline-rich protein 2C (pseudogene)	679
51213	LUZP4	leucine zipper protein 4	1670
1789	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	3979
57718	PPP4R4	protein phosphatase 4, regulatory subunit 4	2398.5
80339	PNPLA3	patatin-like phospholipase domain containing 3	2211
11095	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif, 8	2962
55225	RAVER2	ribonucleoprotein, PTB-binding 2	4014
55267	C22orf26	chromosome 22 open reading frame 26	1838
51088	KLHL5	kelch-like family member 5	3312
50700	RDH8	retinol dehydrogenase 8 (all-trans)	1719
30009	TBX21	T-box 21	2578
54954	FAM120C	family with sequence similarity 120C	7683
51154	MRTO4	mRNA turnover 4 homolog (S. cerevisiae)	2280
4838	NODAL	nodal growth differentiation factor	2089
25979	DHRS7B	dehydrogenase/reductase (SDR family) member 7B	1063.5
29065	ASAP1-IT1	ASAP1 intronic transcript 1 (non-protein coding)	1180
55853	IDI2-AS1	IDI2 antisense RNA 1	1159
11173	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif, 7	3561
80020	FOXRED2	FAD-dependent oxidoreductase domain containing 2	4985.5
80032	ZNF556	zinc finger protein 556	1634.5
80035	ANP32A-IT1	ANP32A intronic transcript 1 (non-protein coding)	3282
414918	DENND6B	DENN/MADD domain containing 6B	2024.5
63978	PRDM14	PR domain containing 14	2213
80072	HEXA-AS1	HEXA antisense RNA 1	2677
80097	MZT2B	mitotic spindle organizing protein 2B	733
60482	SLC5A7	solute carrier family 5 (choline transporter), member 7	5130
80157	CWH43	cell wall biogenesis 43 C-terminal homolog (S. cerevisiae)	2443.5
55707	NECAP2	NECAP endocytosis associated 2	2009.5
80772	GLTPD1	glycolipid transfer protein domain containing 1	2195
57337	SENP7	SUMO1/sentrin specific peptidase 7	4757.5
80704	SLC19A3	solute carrier family 19, member 3	3542
27330	RPS6KA6	ribosomal protein S6 kinase, 90kDa, polypeptide 6	2643.5
26505	CNNM3	cyclin M3	4850.5
9990	SLC12A6	solute carrier family 12 (potassium/chloride transporters), member 6	7476.5
29949	IL19	interleukin 19	1036
51720	UIMC1	ubiquitin interaction motif containing 1	963
29075	LINC00652	long intergenic non-protein coding RNA 652	1563
51157	ZNF580	zinc finger protein 580	1276
79741	C10orf68	chromosome 10 open reading frame 68	2343
64175	LEPRE1	leucine proline-enriched proteoglycan (leprecan) 1	2720
10826	C5orf4	chromosome 5 open reading frame 4	2979.5
51084	CRYL1	crystallin, lambda 1	1556.5
50854	C6orf48	chromosome 6 open reading frame 48	750
